Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
Resistin as a regulator of inflammation WP4481,0.7435576452065027,2.1820612786522955,0.0,0.0,33,22,IKBKG;MAPK3;PLCB3;PLCD3;AKT2;AKT1;PLCD4;PIK3CB;PIK3CA;PLCG1;MAPK14;MAPK1;NFKBIA;AKT3;PLCB4;PLCE1;NFKB1;PLCD1;CHUK;PIK3CD;IL6;RELA,IKBKG;MAPK3;PLCB3;PLCD3;AKT2;AKT1;PLCD4;PIK3CB;PIK3CA;PLCG1;MAPK14;MAPK1;NFKBIA;AKT3
Electron Transport Chain (OXPHOS system in mitochondria) WP111,-0.4584413216824905,-2.046711321585723,0.0,0.004936949797763502,103,85,NDUFA5;COX7A2L;NDUFS6;UQCRC1;NDUFB6;SLC25A27;NDUFA4;COX7A2;SDHA;ATP5F1A;ATP5PO;SDHB;UQCR11;COX17;NDUFV3;SLC25A6;COX7A1;ATP5F1C;UQCRFS1;NDUFV1;UQCRB;SCO1;NDUFA12;ATP5ME;NDUFA7;SLC25A5;ATP5F1B;NDUFA9;ATP5MC3;NDUFAB1;SLC25A14;NDUFS3;SDHD;NDUFS1;ATP5MC1;COX11;UCP2;COX7C;NDUFS8;COX15;SLC25A4;ATP5F1D;NDUFB4;NDUFB9;COX6C;NDUFB3;COX8A;ATP5MF;ATP5PD;ATP5PF;UQCR10;ATP5MG;COX7B;NDUFC1;SURF1;UQCRC2;NDUFB5;NDUFV2;NDUFA3;NDUFA2;COX6B1;NDUFS7;COX4I1;NDUFS4;SDHC;COX6A1;NDUFS5;NDUFB1;NDUFS2;COX5A;NDUFB10;UQCRQ;NDUFC2;ATP5IF1;NDUFB2;UQCRH;NDUFA8;ATP5PB;NDUFA10;ATP5F1E;NDUFB8;NDUFB7;ATP5MC2;COX5B;NDUFA1,COX15;SLC25A4;ATP5F1D;NDUFB4;NDUFB9;COX6C;NDUFB3;COX8A;ATP5MF;ATP5PD;ATP5PF;UQCR10;ATP5MG;COX7B;NDUFC1;SURF1;UQCRC2;NDUFB5;NDUFV2;NDUFA3;NDUFA2;COX6B1;NDUFS7;COX4I1;NDUFS4;SDHC;COX6A1;NDUFS5;NDUFB1;NDUFS2;COX5A;NDUFB10;UQCRQ;NDUFC2;ATP5IF1;NDUFB2;UQCRH;NDUFA8;ATP5PB;NDUFA10;ATP5F1E;NDUFB8;NDUFB7;ATP5MC2;COX5B;NDUFA1
Oxidative phosphorylation WP623,-0.4935080409646312,-1.9983322425455705,0.0,0.007405424696645253,60,48,ATP6AP2;NDUFA5;NDUFS6;NDUFB6;NDUFA4;ATP5F1A;ATP5PO;NDUFV3;NDUFV1;ATP5ME;NDUFA7;ATP5F1B;NDUFA9;ATP5MC3;NDUFAB1;NDUFS3;NDUFS1;ATP5MC1;ATP6AP1;NDUFS8;ATP5F1D;NDUFB4;NDUFB9;ATP5MF;ATP5PD;ATP5PF;ATP5MG;NDUFC1;NDUFB5;NDUFV2;NDUFA3;NDUFA2;NDUFS7;NDUFS4;NDUFS5;NDUFB1;NDUFS2;NDUFB10;NDUFC2;NDUFB2;NDUFA8;ATP5PB;NDUFA10;NDUFA11;ATP5F1E;NDUFB8;NDUFB7;ATP5MC2,ATP5MF;ATP5PD;ATP5PF;ATP5MG;NDUFC1;NDUFB5;NDUFV2;NDUFA3;NDUFA2;NDUFS7;NDUFS4;NDUFS5;NDUFB1;NDUFS2;NDUFB10;NDUFC2;NDUFB2;NDUFA8;ATP5PB;NDUFA10;NDUFA11;ATP5F1E;NDUFB8;NDUFB7;ATP5MC2
MET in type 1 papillary renal cell carcinoma WP4205,0.4983327112439821,1.987482679371083,0.0,0.043308317698561596,59,50,RPL11;MAPK3;PRCC;STRN;GAB1;TFE3;SOS1;AKT2;MAPK8;GRB2;AKT1;ELOA;PIK3CB;PIK3CA;PAK2;PLCG1;BRAF;MET;NRAS;PTK2;MAPK1;PAK1;CDC42;AKT3;ETS1;ARAF;CRKL;SOS2;RAP1B;PAK6;HRAS;KRAS;RAPGEF1;PIK3CD;RAC1;PIK3R2;RAF1;PIK3R3;JUN;CBL;PTPN11;CDKN1A;CRK;PAK4;BAD;MAP2K1;RAP1A;MAP2K2;SRC;STAT3,RPL11;MAPK3;PRCC;STRN;GAB1;TFE3;SOS1;AKT2;MAPK8;GRB2;AKT1;ELOA;PIK3CB;PIK3CA;PAK2;PLCG1;BRAF;MET;NRAS;PTK2;MAPK1;PAK1;CDC42;AKT3;ETS1
Cytoplasmic Ribosomal Proteins WP477,-0.4060728083359885,-1.7879026926521038,0.0,0.04640732809897692,89,85,RPL29;RPL11;RPL37;RPL17;RPS14;RPS20;RPL13;RPSA;RPS6KA3;RPL41;RPS15A;RPS4X;RPS21;RPS6KB1;RPL21;RPS19;RPS3;RPS24;RPL26;RPL24;RPL5;RPL7;RPS15;RPS10;RPL6;RPL28;RPS16;RPS26;RPS5;RPL36A;RPL37A;RPL18;RPS6KA1;RPS6KA2;RPS6KB2;RPS18;RPS12;RPS27A;RPL8;RPS27;RPL19;RPL35A;RPS13;RPS28;RPL27;RPL34;RPL39;RPS11;RPL13A;FAU;RPL27A;RPLP1;RPL30;RPL23A;RPLP2;RPS7;RPL23;RPL4;RPL38;RPS8;RPL35;RPS9;RPL10A;RPL3;RPLP0;RPS17;RPL32;RPS3A;RPL18A;RPL12;RPS6;MRPL19;RPL7A;UBA52;RPL10;RPS23;RPL15;RPL9;RPL31;RPS2;RPS29;RPL14;RPL36;RPS25;RPL22,RPL27A;RPLP1;RPL30;RPL23A;RPLP2;RPS7;RPL23;RPL4;RPL38;RPS8;RPL35;RPS9;RPL10A;RPL3;RPLP0;RPS17;RPL32;RPS3A;RPL18A;RPL12;RPS6;MRPL19;RPL7A;UBA52;RPL10;RPS23;RPL15;RPL9;RPL31;RPS2;RPS29;RPL14;RPL36;RPS25;RPL22
Mitochondrial CIV Assembly WP4922,-0.49083593849797735,-1.79356928149004,0.0,0.055540685224839396,35,32,NDUFA4;COX7A2;CMC1;COX16;COX17;HIGD1A;COX19;PNKD;COX20;TACO1;COA6;COX11;SMIM20;COX7C;COX18;COA3;TMEM177;COX15;PET117;COX6C;COX8A;COX7B;SURF1;COX10;COX6B1;COX4I1;COX6A1;SCO2;COX5A;COX14;PET100;COX5B,COX11;SMIM20;COX7C;COX18;COA3;TMEM177;COX15;PET117;COX6C;COX8A;COX7B;SURF1;COX10;COX6B1;COX4I1;COX6A1;SCO2;COX5A;COX14;PET100;COX5B
Mitochondrial complex I assembly model OXPHOS system WP4324,-0.46188995984543246,-1.7996225954776985,0.0,0.07240859703386471,56,49,NDUFA5;NDUFS6;NDUFB6;NDUFAF1;NDUFAF2;ECSIT;TIMMDC1;TMEM126B;NDUFAF6;NDUFAF7;NDUFV3;TMEM70;NDUFV1;DMAC2;NDUFA12;NDUFA7;NDUFAF4;NUBPL;NDUFAB1;NDUFS3;COA1;NDUFA13;FOXRED1;NDUFS1;NDUFB11;TMEM186;ACAD9;NDUFB4;NDUFB9;NDUFB3;NDUFC1;DMAC1;NDUFB5;NDUFAF3;NDUFV2;NDUFA3;NDUFA2;NDUFS4;NDUFS5;NDUFB1;NDUFS2;NDUFB10;NDUFC2;NDUFB2;NDUFA8;NDUFA10;NDUFB8;NDUFB7;NDUFA1,NDUFC1;DMAC1;NDUFB5;NDUFAF3;NDUFV2;NDUFA3;NDUFA2;NDUFS4;NDUFS5;NDUFB1;NDUFS2;NDUFB10;NDUFC2;NDUFB2;NDUFA8;NDUFA10;NDUFB8;NDUFB7;NDUFA1
"Relationship between inflammation, COX-2 and EGFR WP4483",0.6070405813241332,1.899707627925704,0.01818181818181818,0.07699256479744285,25,17,MAPK3;AKT2;AKT1;PIK3CB;PIK3CA;BRAF;NRAS;PTGES2;MAPK1;AKT3;EGFR;PTGER4;HRAS;KRAS;PIK3CD;PTGS2;SRC,MAPK3;AKT2;AKT1;PIK3CB;PIK3CA;BRAF;NRAS;PTGES2;MAPK1;AKT3
Phosphoinositides metabolism WP4971,0.5335353818464452,1.8474321763606696,0.0,0.08661663539712319,49,34,PLCB3;PLCD3;PIK3C3;MTMR3;OCRL;PLCD4;PIK3CB;SBF2;PIK3CA;PLCG1;MTM1;MTMR12;PIK3R4;MTMR6;MTMR1;PIKFYVE;SACM1L;PIK3C2A;MTMR4;PLCB4;PIP4P2;PLCE1;PIP4K2A;PLCD1;SBF1;PIK3CD;PIP4K2C;MTMR2;PIP5K1A;PIP4K2B;PIK3C2B;MTMR11;PIP5K1C;PIP4P1,PLCB3;PLCD3;PIK3C3;MTMR3;OCRL;PLCD4;PIK3CB;SBF2;PIK3CA;PLCG1;MTM1;MTMR12;PIK3R4;MTMR6;MTMR1;PIKFYVE
Synaptic signaling pathways associated with autism spectrum disorder WP4539,0.5256392372683154,1.7660544174724389,0.0,0.08842114863456327,50,32,PRKAG2;MAPK3;AKT2;PRKAB2;AKT1;PIK3CB;DLG4;PIK3CA;UBE3A;NRAS;MAPK1;SYNGAP1;AKT3;RPS6KB1;MTOR;HRAS;KRAS;TSC2;RHEB;PRKAG1;BDNF;PRKAB1;PIK3CD;HOMER1;PIK3R2;NF1;PIK3R3;PRKAA1;EIF4EBP1;RPTOR;GSK3B;TSC1,PRKAG2;MAPK3;AKT2;PRKAB2;AKT1;PIK3CB;DLG4;PIK3CA;UBE3A;NRAS;MAPK1;SYNGAP1;AKT3
