Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,TBK1.DF DN,0.37179541224050267,1.8776390894952038,0.0,0.048757955245329505,0.05,77/287,26.05%,PMEPA1;HIPK2;CDK6;PANK3;SMC5;SMG1;COL17A1;SCAF11;RXRA;AGFG1;ZNHIT6;ARFGEF2;ACAP2;LIMS1;TMOD3;SIKE1;DNAJC3;ADAM10;EHF;LUC7L3;ETNK1;AFF4;PKP4;ALDH3A1;KPNA6;SEMA3C;RPS6KB1;ERAP1;CD2AP;TEAD1;LMO4;SEC63;SCARB1;THBS1;PNISR;ATP2B1;OSBPL1A;PMAIP1;COL4A5;CBX5;UGGT1;KTN1;TAF15;DCAF16;ANKFY1;ADCY6;RCBTB1;IGF2BP3;HMBOX1;NEK7;GOLGA4;YES1;PRRC2B;RLF;ELL2;CUL5;THOC2;RBM4;RALA;CAMK2N1;RIF1;PLEKHA2;CRK;ITCH;EXOC5;ANKRD11;UBXN4;ROCK2;NDUFA13;CCND1;NLK;RSF1;YTHDF2;KDM4A;PDHX;SPIN1;OSBPL3
prerank,MYC UP.V1 UP,-0.4061881472069259,-1.8560298025663462,0.0,0.051447714764297686,0.05,46/186,26.72%,NEFH;DCTPP1;PRR7;MTFP1;PPRC1;PRMT3;FARSB;CD320;MON1A;TMEM97;DGKD;SLC25A15;GEMIN5;ABCC4;WDR43;UNG;SLC19A1;AGPAT3;DENND2D;RRP9;IPO4;UTP14A;HS6ST2;LAS1L;NR2C2AP;METTL1;CD3EAP;PUS1;CHCHD10;QTRT1;CAPS;NOL6;WDR83;ALG3;SMYD5;AMPD2;NIP7;TGFBRAP1;LRRC61;RRP15;EEF1E1;QSOX2;MRTO4;FOXRED2;NOP14;B3GNTL1
prerank,RB P107 DN.V1 UP,-0.40109457600294085,-1.843419167523862,0.0,0.025723857382148843,0.05,44/140,19.33%,MCM2;CCNE1;E2F8;CHAF1B;MCM6;PCNA;CCNF;GMNN;SLBP;NXT1;HAUS8;FEN1;DNA2;E2F1;KIF4A;RRM1;POLE;SNCG;SRPX2;UBR7;ASF1B;PRC1;PRIM2;VEGFB;POLD1;CENPH;RFC5;PRIM1;CDC45;POLE2;MAD2L1;COL5A1;DNAJC9;MCM5;RBPMS2;ORC6;LYPD1;PRDX4;RFC2;SAMD10;COL1A1;SIVA1;NSMCE2;PAQR4
prerank,CSR LATE UP.V1 UP,-0.36251853366628145,-1.7913808936673825,0.0,0.020579085905719073,0.06,65/172,30.22%,CIAPIN1;PBK;TRIP13;DCTPP1;CDC6;GMNN;MT1X;PA2G4;FEN1;SHCBP1;FARSB;MT1G;GINS2;FABP5;POLR3K;LYAR;CCND3;MCM3;ZNF367;CLSPN;MT1F;PSMD14;KRT18;ITGA6;UTP18;POLD1;CDK1;PRMT5;PRIM1;PAICS;TIMP3;FAM83D;ILF2;MTHFD1;ASB6;ZWINT;AP1S2;HAT1;LMNB2;HAUS2;UMPS;MT2A;CDC7;FARSA;TIMP1;GINS3;FOXM1;SNRPA1;TRNP1;FANCA;CRISPLD2;EEF1E1;COPS3;NUDCD1;CCDC34;ZWILCH;RPF2;UHRF1;EZH2;POLE3;GTF3C6;BIRC5;PDCL3;NMB;PGM2
prerank,RPS14 DN.V1 DN,-0.35780658467582094,-1.7672385200166147,0.0,0.02829624312036372,0.11,35/187,13.14%,DOCK9;AGFG2;GTF2H4;PBK;TRIP13;E2F8;NEFH;CDC6;PRMT3;MCM10;ORC1;VARS;ERCC6L;ALAD;CD320;SHMT1;MYO19;KIF20A;GINS2;ID1;SLC29A2;NOC3L;FBXO5;PSAT1;ERCC2;ESPL1;LRRC20;MSH2;PRC1;POLD1;BYSL;GAL;RRS1;SPHK1;LARS2
prerank,GLI1 UP.V1 UP,0.5228583696353432,1.6995331420711985,0.0,0.1560254567850544,0.25,8/27,21.50%,SAR1A;TMOD3;WEE1;LMO7;HLA-DQB1;IFT74;IGFBP6;ZC3H18
prerank,EIF4E DN,0.3816645162975794,1.653630798066544,0.018867924528301886,0.17227810853349756,0.39,26/100,25.60%,PHIP;RANBP2;PRRC2C;UPF2;CYP1B1;FXR1;SORT1;KPNA4;CCAR1;NPEPPS;EP400;CD55;SCAMP1;FUCA1;CLTC;MYO10;NEDD4L;LMO7;C3;SAA1;CWC22;SNAPC1;TP53BP2;TP53BP1;APPBP2;ESRP1
prerank,RB DN.V1 UP,-0.3610131855766448,-1.6513796146039301,0.0,0.07408470926058866,0.31,29/137,18.98%,SLC24A1;DNASE1L1;SFRP1;CCNE1;DSN1;MCM6;PEX11B;PCNA;MCMBP;SLBP;NXT1;DNA2;NANS;ID1;VPS16;PDXP;RAD54L;DNMT1;TIPIN;PRIM1;CLN6;HES1;TTI1;POLE2;DNAJC9;PMM1;UBE2T;HAT1;SIVA1
prerank,E2F3 UP.V1 UP,-0.35867767873436285,-1.6384585437643886,0.0,0.06859695301906357,0.34,28/196,23.31%,CCNE1;TMEM106C;PCNA;SNRNP25;GINS1;FEN1;BRI3BP;RASGRP1;TMEM97;POLE;E2F7;PDXP;ZNF367;UNG;TSPAN5;LRRC45;EGLN1;MANEAL;FOXD1;POLE2;SBK1;ATAD2;SNX10;DHRS13;FBXL16;PXMP2;CD83;FANCA
prerank,KRAS.600 UP.V1 UP,-0.39320402753672506,-1.6222047702605564,0.0,0.07349673537756811,0.41,20/287,19.26%,HIST1H2BO;ZNF528;DUSP4;TRIB2;DNMBP;SLCO4A1;CLUL1;PDE2A;ETV5;SH2D2A;G0S2;EMP1;NRP1;CALB1;NAV3;KRT8P12;ANO1;FAM174B;PLAU;ARL4C
