Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
SRP-dependent cotranslational protein targeting to membrane (GO:0006614),0.5998241995215178,2.7991023920271965,0.0,0.0,90,88,RPS20;RPS5;RPL7;RPL19;RPL13A;RPL17;RPS8;SEC63;RPS3A;RPL41;RPS18;RPL4;RPL32;RPL8;RPS3;RPL18;RPL37;RPS21;RPL6;RPS11;RPL30;RPL10;RPS2;RPS23;ZFAND2B;RPL5;RPLP1;RPS19;RPL11;RPLP0;RPS28;RPS6;RPS27A;RPL37A;RPL3;RPL24;RPS17;RPS24;RPL36;RPL18A;RPS4X;RPS13;RPL22;RPL12;RPL35;RPS25;RPL28;SRP9;RPLP2;RPL15;RPL23A;RPL31;SRP68;RPS16;RPL29;RPL13;RPL27A;RPL26;RPL35A;RPS12;SRP14;RPL10A;RPL34;RPS9;RPL23;SRP19;RPL38;RPSA;RPL14;RPL7A;UBA52;RPS27;RPS10;RPL27;RPL21;RPS29;SEC61A1;SRP72;RPS26;RPL39;RPL36A;RPS15;RPS7;RPS14;RPS15A;RPL9;SEC61B;SRP54,RPS20;RPS5;RPL7;RPL19;RPL13A;RPL17;RPS8;SEC63;RPS3A;RPL41;RPS18;RPL4;RPL32;RPL8;RPS3;RPL18;RPL37;RPS21;RPL6;RPS11;RPL30;RPL10;RPS2;RPS23;ZFAND2B;RPL5;RPLP1;RPS19;RPL11;RPLP0;RPS28;RPS6;RPS27A;RPL37A;RPL3;RPL24;RPS17;RPS24;RPL36;RPL18A;RPS4X;RPS13;RPL22;RPL12;RPL35;RPS25;RPL28;SRP9;RPLP2;RPL15;RPL23A;RPL31;SRP68;RPS16;RPL29;RPL13;RPL27A;RPL26;RPL35A
cotranslational protein targeting to membrane (GO:0006613),0.580316453980861,2.72301380286133,0.0,0.0,94,93,RPS20;RPS5;RPL7;RPL19;RPL13A;RPL17;RPS8;SEC63;RPS3A;RPL41;RPS18;RPL4;RPL32;RPL8;RPS3;RPL18;RPL37;RPS21;RPL6;RPS11;RPL30;SEC62;RPL10;RPS2;RPS23;RPL5;RPLP1;RPS19;RPL11;RPLP0;RPS28;RPS6;RPS27A;RPL37A;RPL3;RPL24;RPS17;RPS24;RPL36;RPL18A;RPS4X;RPS13;RPL22;RPL12;RPL35;RPS25;RPL28;SRP9;RPLP2;RPL15;RPL23A;RPL31;SRP68;RPS16;RPL29;RPL13;RPL27A;RPL26;RPL35A;RPS12;SRP14;RPL10A;RPL34;RPS9;RPL23;SRP19;RPL38;SIL1;RPSA;RPL14;RPL7A;UBA52;RPS27;SSR1;RPS10;RPL27;RPL21;RPS29;ARL6IP1;SEC61A1;SRP72;RPS26;RPL39;TRAM1;RPL36A;RPS15;RPS7;RPS14;RPS15A;RPL9;SSR2;SRP54;SRPRA,RPS20;RPS5;RPL7;RPL19;RPL13A;RPL17;RPS8;SEC63;RPS3A;RPL41;RPS18;RPL4;RPL32;RPL8;RPS3;RPL18;RPL37;RPS21;RPL6;RPS11;RPL30;SEC62;RPL10;RPS2;RPS23;RPL5;RPLP1;RPS19;RPL11;RPLP0;RPS28;RPS6;RPS27A;RPL37A;RPL3;RPL24;RPS17;RPS24;RPL36;RPL18A;RPS4X;RPS13;RPL22;RPL12;RPL35;RPS25;RPL28;SRP9;RPLP2;RPL15;RPL23A;RPL31;SRP68;RPS16;RPL29;RPL13;RPL27A;RPL26;RPL35A
cytoplasmic translation (GO:0002181),0.5770893613287156,2.541832360294783,0.0,0.0,93,92,RPS20;RPS5;EIF3M;RPL7;RPL19;RPL13A;RPL17;RPS8;EIF3I;RPS3A;RPL41;RPS18;RPL4;RPL32;EIF4A1;RPL8;RPS3;RPL18;RPL37;RPS21;RPL6;RPS11;RPL30;RPL10;RPS2;RPS23;RPL5;GSPT1;RPLP1;RPS19;RPL11;RPLP0;RPS28;RPS6;RPS27A;RPL37A;RPL3;RPL24;RPS17;RPS24;RPL36;RPL18A;RPS4X;RPS13;RPL22;RPL12;RPL35;RPS25;RPL28;EIF4A2;RPL15;RPL23A;RPL22L1;RPL31;RPS16;RPL29;RPL13;RPL27A;RPL26;RPL35A;DRG1;DRG2;RPS12;ETF1;RPL10A;RPL34;RPS9;TMA7;RPL23;RPL38;RPSA;RPL14;RPL7A;UBA52;RPS27;RPS10;RPL27;RPL21;RPS29;RPS26;RPL39;RPL36A;RPS15;RPS7;RWDD1;RPS14;RPL26L1;RPS15A;EIF2B3;RPL9;ZC3H15;FTSJ1,RPS20;RPS5;EIF3M;RPL7;RPL19;RPL13A;RPL17;RPS8;EIF3I;RPS3A;RPL41;RPS18;RPL4;RPL32;EIF4A1;RPL8;RPS3;RPL18;RPL37;RPS21;RPL6;RPS11;RPL30;RPL10;RPS2;RPS23;RPL5;GSPT1;RPLP1;RPS19;RPL11;RPLP0;RPS28;RPS6;RPS27A;RPL37A;RPL3;RPL24;RPS17;RPS24;RPL36;RPL18A;RPS4X;RPS13;RPL22;RPL12;RPL35;RPS25;RPL28;EIF4A2;RPL15;RPL23A;RPL22L1;RPL31;RPS16;RPL29;RPL13;RPL27A;RPL26;RPL35A;DRG1;DRG2;RPS12;ETF1;RPL10A;RPL34;RPS9
gene expression (GO:0010467),0.4198783234622223,2.3474372105963326,0.0,0.0,356,317,SMG1;TPR;CASC3;SRSF6;HNRNPA2B1;RANBP2;RPS20;RBMS2;MAGOHB;SETX;RPS5;PPP5C;PABPN1;SRSF2;AGFG1;DKC1;EEF1A1;PAX8;RPL7;HNRNPU;HNRNPH1;NUP62;XRN2;POLR2F;RPL19;MRPL11;HNRNPD;MRRF;RRBP1;RPL13A;MRPS7;NUP160;RPL17;RPS8;NUP153;POLR2J;RNPS1;RPS3A;GALNT2;RPL41;UPF2;RPS18;RPL4;RPL32;IGF2BP3;MRPS11;SRSF5;ADARB1;HSPD1;RPL8;RPS3;RBM5;RPL18;HNRNPH3;AGO2;RPL37;RPS21;MRPL51;HNRNPL;SRSF3;RPL6;MRPS5;RPS11;RPL30;POLR2H;MRPL24;RPL10;FYTTD1;RPS2;PABPC4;RPS23;RPL5;GSPT1;DDX17;HNRNPUL1;RBM3;ZC3H11A;RPLP1;SRSF9;EIF4EBP2;RPS19;ADAR;RPL11;RPLP0;MRPS18A;BAZ2A;PWP1;RPS28;STUB1;MAGOH;RPS6;RPS27A;MRPL3;EIF4A3;RBM8A;RPL37A;RPL3;DEDD2;RPL24;POLR2L;MRPL28;SRSF11;RPS17;PTMA;DDX54;POLR2B;RPS24;THOC1;RPL36;COPS5;MRPL34;RPL18A;SMG5;RPS4X;THOC2;CHTOP;U2AF2;POLR2I;RPS13;YTHDC1;RBM4;RBM6;TSPAN14;RPL22;GOLPH3;RPL12;RPL35;MRPL10;RPS25;RPL28;RPLP2;CLP1;DDX39A;MED20;RPL15;EIF4G1;RPL23A;RPL31;POLR2E;RPS16;RPL29;MRPL52;HBS1L;SRSF1;RPL13;RPL27A;MRPL42;RBMS1;RPL26;DROSHA;RPL35A;DRG1;RRAGC;SRSF4;SRSF7;MRPL44;RPS12;MEF2A;RSL24D1;TSPAN17;RAE1;POM121C;RPL10A;RPL34;RPS9;NOL9;RBM39;MRPS15;NCBP2;TOPORS;CPSF1;MRPS21;RPL23;MRPL23;WDR33;THAP1;FUBP3;FIP1L1;DUSP11;POLR2D;MRPL13;RPL38;NUP88;THOC6;UPF3B;MRPL35;HNRNPK;RPSA;NUP58;NXF1;RPL14;RPL7A;SCX;RPS27;TNIP1;YARS2;BICD1;MRPS16;NUP133;SLU7;MRPS18C;RPS10;RPL27;RPL21;MRPL43;SYMPK;RPS29;SMG7;HARS2;DHPS;IGHMBP2;EEF1A2;MRPL55;POLR2A;MRPL18;MRPL37;THOC5;RPS26;RPL39;NUP85;POLR2C;SRBD1;MRPL27;NUP98;BCL3;MRPL32;NCBP1;NUP50;RPL36A;AAAS;MMS19;MPHOSPH10;CREBL2;RPS15;POLDIP3;RPS7;NDC1;DNAJB11;SNRNP40;RPS14;SYNCRIP;TSPAN15;DHX38;CPSF3;TASP1;SEC13;RPS15A;HNRNPF;POM121;NFKBIB;RPL9;MLF1;MRPL41;POLR2G;POLR2K;MRPS33;DDX39B;NUP155;SLBP;LMF2;THOC3;CPSF2;CDC40;MRPS14;NUP43;RNGTT;RBPMS;CPSF4;DDX20;DDX19B;DHX8;ABCF1;NUP35;MRPL36;SEH1L;MRPL9;NUP205;SRRM1;MCM3AP;PRPF4;TAF1B;MRPS12;TFIP11;MRPS18B;RBM15B;UPF1;MRPS17;NUP214;NUP54;EPC1;U2AF1;ATXN1;ALKBH5;EIF4E;NUP93;NUFIP1;POLR3A;THOC7;NUP37;NUP107;FASTKD2;HHEX;NUP210;SARNP;XAB2;TSPAN5;SMG6;NUP188;RNASEL;GLE1;LMF1;ALYREF;E2F1;FARSB;MRPS6;NXT1;RPS6KB2,SMG1;TPR;CASC3;SRSF6;HNRNPA2B1;RANBP2;RPS20;RBMS2;MAGOHB;SETX;RPS5;PPP5C;PABPN1;SRSF2;AGFG1;DKC1;EEF1A1;PAX8;RPL7;HNRNPU;HNRNPH1;NUP62;XRN2;POLR2F;RPL19;MRPL11;HNRNPD;MRRF;RRBP1;RPL13A;MRPS7;NUP160;RPL17;RPS8;NUP153;POLR2J;RNPS1;RPS3A;GALNT2;RPL41;UPF2;RPS18;RPL4;RPL32;IGF2BP3;MRPS11;SRSF5;ADARB1;HSPD1;RPL8;RPS3;RBM5;RPL18;HNRNPH3;AGO2;RPL37;RPS21;MRPL51;HNRNPL;SRSF3;RPL6;MRPS5;RPS11;RPL30;POLR2H;MRPL24;RPL10;FYTTD1;RPS2;PABPC4;RPS23;RPL5;GSPT1;DDX17;HNRNPUL1;RBM3;ZC3H11A;RPLP1;SRSF9;EIF4EBP2;RPS19;ADAR;RPL11;RPLP0;MRPS18A;BAZ2A;PWP1;RPS28;STUB1;MAGOH;RPS6;RPS27A;MRPL3;EIF4A3;RBM8A;RPL37A;RPL3;DEDD2;RPL24;POLR2L;MRPL28;SRSF11;RPS17;PTMA;DDX54;POLR2B;RPS24;THOC1;RPL36;COPS5;MRPL34;RPL18A;SMG5;RPS4X;THOC2;CHTOP;U2AF2;POLR2I;RPS13;YTHDC1;RBM4;RBM6;TSPAN14;RPL22;GOLPH3;RPL12;RPL35;MRPL10;RPS25;RPL28;RPLP2;CLP1;DDX39A;MED20;RPL15;EIF4G1;RPL23A
nuclear-transcribed mRNA catabolic process (GO:0000956),0.46977396091805984,2.346750211833488,0.0,0.0,171,166,SMG1;CASC3;AGO1;RPS20;MAGOHB;PPP2R1A;RPS5;RPL7;XRN2;RPL19;RPL13A;RPL17;RPS8;RC3H2;RNPS1;RPS3A;RPL41;UPF2;RPS18;DDX5;RPL4;THRAP3;RPL32;SAMD4B;RPL8;RPS3;RPL18;RPL37;PAN3;RPS21;SMG9;CNOT9;SMG8;RPL6;EIF3E;PABPC1;RPS11;RPL30;CNOT1;RPL10;RPS2;PARN;RPS23;RPL5;GSPT1;RPLP1;RPS19;RPL11;RPLP0;RPS28;MAGOH;RPS6;CSDE1;RPS27A;CNOT6;EIF4A3;RBM8A;RPL37A;RPL3;RPL24;MRTO4;RPS17;RPS24;RPL36;RPL18A;SMG5;RPS4X;DXO;CNOT7;RPS13;RPL22;RPL12;RPL35;RPS25;RPL28;RPLP2;RPL15;TUT4;EIF4G1;RPL23A;RPL31;RPS16;XRN1;RPL29;DCP1A;RPL13;RC3H1;RPL27A;PNRC2;RPL26;RPL35A;HELZ2;RPS12;PAN2;PPP2R2A;ETF1;RPL10A;DCP2;RPL34;RPS9;NCBP2;PATL1;ZFP36L1;RPL23;POLR2D;RPL38;UPF3B;DCP1B;CNOT3;RPSA;RPL14;RPL7A;UBA52;RPS27;TENT4B;DHX34;NBAS;PPP2CA;RPS10;RPL27;RPL21;CNOT2;RPS29;EXOSC9;SMG7;EXOSC4;CNOT11;RPS26;RPL39;NCBP1;RPL36A;TUT7;RPS15;CNOT8;RPS7;RPS14;ZC3H12A;RPS15A;RPL9;POLR2G;TUT1;EXOSC10;SAMD4A;TNKS1BP1;NBDY;EXOSC6;UPF3A;EXOSC5;PYM1;ZFP36;PDE12;DIS3L2;UPF1;ERI1;DCPS;PELO;LSM1;CNOT10;EXOSC7;TENT2;CNOT4;SMG6;CTIF;MTPAP;EXOSC8;ATM,SMG1;CASC3;AGO1;RPS20;MAGOHB;PPP2R1A;RPS5;RPL7;XRN2;RPL19;RPL13A;RPL17;RPS8;RC3H2;RNPS1;RPS3A;RPL41;UPF2;RPS18;DDX5;RPL4;THRAP3;RPL32;SAMD4B;RPL8;RPS3;RPL18;RPL37;PAN3;RPS21;SMG9;CNOT9;SMG8;RPL6;EIF3E;PABPC1;RPS11;RPL30;CNOT1;RPL10;RPS2;PARN;RPS23;RPL5;GSPT1;RPLP1;RPS19;RPL11;RPLP0;RPS28;MAGOH;RPS6;CSDE1;RPS27A;CNOT6;EIF4A3;RBM8A;RPL37A;RPL3;RPL24;MRTO4;RPS17;RPS24;RPL36;RPL18A;SMG5;RPS4X;DXO;CNOT7;RPS13;RPL22;RPL12;RPL35;RPS25;RPL28;RPLP2;RPL15;TUT4;EIF4G1;RPL23A;RPL31;RPS16;XRN1;RPL29;DCP1A;RPL13;RC3H1;RPL27A
"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay (GO:0000184)",0.5766974880143212,2.6818277665482384,0.0,0.0,113,110,SMG1;CASC3;RPS20;MAGOHB;PPP2R1A;RPS5;RPL7;RPL19;RPL13A;RPL17;RPS8;RNPS1;RPS3A;RPL41;UPF2;RPS18;RPL4;RPL32;RPL8;RPS3;RPL18;RPL37;RPS21;SMG9;SMG8;RPL6;EIF3E;PABPC1;RPS11;RPL30;RPL10;RPS2;RPS23;RPL5;GSPT1;RPLP1;RPS19;RPL11;RPLP0;RPS28;MAGOH;RPS6;RPS27A;EIF4A3;RBM8A;RPL37A;RPL3;RPL24;RPS17;RPS24;RPL36;RPL18A;SMG5;RPS4X;RPS13;RPL22;RPL12;RPL35;RPS25;RPL28;RPLP2;RPL15;EIF4G1;RPL23A;RPL31;RPS16;RPL29;DCP1A;RPL13;RPL27A;PNRC2;RPL26;RPL35A;HELZ2;RPS12;PPP2R2A;ETF1;RPL10A;RPL34;RPS9;NCBP2;RPL23;RPL38;UPF3B;RPSA;RPL14;RPL7A;UBA52;RPS27;DHX34;PPP2CA;RPS10;RPL27;RPL21;RPS29;SMG7;RPS26;RPL39;NCBP1;RPL36A;RPS15;RPS7;RPS14;RPS15A;RPL9;UPF3A;PYM1;UPF1;SMG6;CTIF,SMG1;CASC3;RPS20;MAGOHB;PPP2R1A;RPS5;RPL7;RPL19;RPL13A;RPL17;RPS8;RNPS1;RPS3A;RPL41;UPF2;RPS18;RPL4;RPL32;RPL8;RPS3;RPL18;RPL37;RPS21;SMG9;SMG8;RPL6;EIF3E;PABPC1;RPS11;RPL30;RPL10;RPS2;RPS23;RPL5;GSPT1;RPLP1;RPS19;RPL11;RPLP0;RPS28;MAGOH;RPS6;RPS27A;EIF4A3;RBM8A;RPL37A;RPL3;RPL24;RPS17;RPS24;RPL36;RPL18A;SMG5;RPS4X;RPS13;RPL22;RPL12;RPL35;RPS25;RPL28;RPLP2;RPL15;EIF4G1;RPL23A;RPL31;RPS16;RPL29;DCP1A;RPL13;RPL27A;PNRC2;RPL26;RPL35A
peptide biosynthetic process (GO:0043043),0.5095738913137401,2.4412346872764212,0.0,0.0,162,139,RPS20;RPS5;EEF1A1;RPL7;RPL19;MRPL11;MRRF;RRBP1;RPL13A;MRPS7;RPL17;RPS8;RPS3A;RPL41;RPS18;RPL4;RPL32;IGF2BP3;MRPS11;RPL8;RPS3;RPL18;AGO2;RPL37;RPS21;MRPL51;RPL6;MRPS5;RPS11;RPL30;MRPL24;RPL10;RPS2;PABPC4;RPS23;RPL5;GSPT1;RPLP1;EIF4EBP2;RPS19;RPL11;RPLP0;MRPS18A;RPS28;RPS6;RPS27A;MRPL3;RPL37A;RPL3;RPL24;MRPL28;RPS17;RPS24;RPL36;COPS5;MRPL34;RPL18A;RPS4X;RPS13;RPL22;RPL12;RPL35;MRPL10;RPS25;RPL28;RPLP2;RPL15;EIF4G1;RPL23A;RPL31;RPS16;RPL29;MRPL52;HBS1L;RPL13;RPL27A;MRPL42;RPL26;RPL35A;RPS12;RSL24D1;RPL10A;RPL34;RPS9;MRPS15;GGT7;MRPS21;RPL23;MRPL23;GGT1;MRPL13;RPL38;FURIN;MRPL35;RPSA;RPL14;RPL7A;RPS27;TNIP1;YARS2;MRPS16;MRPS18C;RPS10;RPL27;RPL21;MRPL43;RPS29;HARS2;DHPS;IGHMBP2;EEF1A2;MRPL55;MRPL18;MRPL37;RPS26;RPL39;SRBD1;MRPL27;MRPL32;RPL36A;RPS15;RPS7;RPS14;DMD;RPS15A;RPL9;MRPL41;MRPS33;MRPS14;ABCF1;MRPL36;MRPL9;MRPS12;MRPS18B;MRPS17;FARSB;MRPS6;RPS6KB2;CARNS1,RPS20;RPS5;EEF1A1;RPL7;RPL19;MRPL11;MRRF;RRBP1;RPL13A;MRPS7;RPL17;RPS8;RPS3A;RPL41;RPS18;RPL4;RPL32;IGF2BP3;MRPS11;RPL8;RPS3;RPL18;AGO2;RPL37;RPS21;MRPL51;RPL6;MRPS5;RPS11;RPL30;MRPL24;RPL10;RPS2;PABPC4;RPS23;RPL5;GSPT1;RPLP1;EIF4EBP2;RPS19;RPL11;RPLP0;MRPS18A;RPS28;RPS6;RPS27A;MRPL3;RPL37A;RPL3;RPL24;MRPL28;RPS17;RPS24;RPL36;COPS5;MRPL34;RPL18A;RPS4X;RPS13;RPL22;RPL12;RPL35;MRPL10;RPS25;RPL28;RPLP2;RPL15;EIF4G1;RPL23A;RPL31;RPS16;RPL29;MRPL52;HBS1L;RPL13;RPL27A;MRPL42
protein targeting to ER (GO:0045047),0.5374236668631199,2.5210652306653234,0.0,0.0,103,101,RPS20;RPS5;RPL7;ZFAND2A;SPCS2;RPL19;RPL13A;RPL17;RPS8;SEC63;RPS3A;RPL41;RPS18;RPL4;RPL32;RPL8;RPS3;RPL18;RPL37;RPS21;RPL6;RPS11;RPL30;SEC62;RPL10;RPS2;RPS23;ZFAND2B;RPL5;RPLP1;RPS19;RPL11;RPLP0;RPS28;RPS6;RPS27A;RPL37A;RPL3;RPL24;RPS17;RPS24;RPL36;RPL18A;RPS4X;RPS13;SPCS3;RPL22;RPL12;RPL35;RPS25;RPL28;SRP9;RPLP2;RPL15;RPL23A;RPL31;SRP68;RPS16;RPL29;RPL13;RPL27A;RPL26;RPL35A;RPS12;SRP14;SRPRB;RPL10A;RPL34;RPS9;RPL23;SRP19;RPL38;RPSA;RPL14;RPL7A;UBA52;RPS27;RPS10;RPL27;RPL21;SEC61G;RPS29;SEC61A1;SRP72;RPS26;RPL39;EDEM1;RPL36A;RPS15;RPS7;RPS14;RPS15A;RPL9;SGTB;MAN1A1;SRP54;SGTA;CHMP4A;SRPRA;CHMP4B;SPCS1,RPS20;RPS5;RPL7;ZFAND2A;SPCS2;RPL19;RPL13A;RPL17;RPS8;SEC63;RPS3A;RPL41;RPS18;RPL4;RPL32;RPL8;RPS3;RPL18;RPL37;RPS21;RPL6;RPS11;RPL30;SEC62;RPL10;RPS2;RPS23;ZFAND2B;RPL5;RPLP1;RPS19;RPL11;RPLP0;RPS28;RPS6;RPS27A;RPL37A;RPL3;RPL24;RPS17;RPS24;RPL36;RPL18A;RPS4X;RPS13;SPCS3;RPL22;RPL12;RPL35;RPS25;RPL28;SRP9;RPLP2;RPL15;RPL23A;RPL31;SRP68;RPS16;RPL29;RPL13;RPL27A
regulation of RNA metabolic process (GO:0051252),0.5829693674299848,2.4187233611631993,0.0,0.0,65,54,IGF2BP2;IGF2BP1;TRA2B;AHNAK;PTBP3;FASTK;HNRNPH1;CLK3;FAM50A;AKAP17A;RC3H2;FUS;IGF2BP3;MED1;MBNL1;HNRNPH3;CELF1;HNRNPL;RASA1;MITF;SON;OAS1;PCBP2;USP36;PTBP1;RBM12B;GRSF1;CLK4;METTL18;RC3H1;ESRP1;SNRNP70;CLK1;RBM12;MBNL3;AHNAK2;YTHDF2;PQBP1;PCBP4;MBNL2;HNRNPLL;CLK2;ESRP2;METTL4;RBM38;HNRNPF;OAS3;HNRNPH2;ZNF326;PTBP2;RRP1B;PCBP1;TNFRSF1B;PCBP3,IGF2BP2;IGF2BP1;TRA2B;AHNAK;PTBP3;FASTK;HNRNPH1;CLK3;FAM50A;AKAP17A;RC3H2;FUS;IGF2BP3;MED1;MBNL1;HNRNPH3;CELF1;HNRNPL;RASA1;MITF;SON;OAS1;PCBP2;USP36;PTBP1;RBM12B;GRSF1
regulation of focal adhesion assembly (GO:0051893),0.5855589394275172,2.29603839789555,0.0,0.0,54,41,VCL;PHLDB2;LIMCH1;SLC9A1;S100A10;ROCK1;VEGFA;COL16A1;RAC1;ACTG1;LIMS1;CLASP2;ROCK2;MACF1;THBS1;PEAK1;PTPRJ;RCC2;CAMSAP3;ITGB1BP1;TSC1;MAP4K4;DUSP3;PTK2;CLASP1;RHOA;SLK;DMTN;CORO1C;ABL1;EFNA5;DAPK3;SRC;BCAS3;PTPRA;DUSP22;PPM1F;LDB1;NRP1;FERMT2;SFRP1,VCL;PHLDB2;LIMCH1;SLC9A1;S100A10;ROCK1;VEGFA;COL16A1;RAC1;ACTG1;LIMS1;CLASP2;ROCK2;MACF1;THBS1;PEAK1;PTPRJ;RCC2;CAMSAP3;ITGB1BP1
