Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,Mitochondrial CIV Assembly WP4922,-0.528658635,-2.080184648,0,0.004935834,0.02,13/35,23.20%,COX5B;PET100;COX14;COX7C;COX5A;CMC1;COX20;COX6A1;SCO2;COX6B1;COX7B;SMIM20;COX4I1
prerank,Arrhythmogenic Right Ventricular Cardiomyopathy WP2118,0.627312797,1.810208019,0.013513514,0.259617654,0.17,Sep-74,23.55%,ACTG1;ACTN1;CTNNB1;ITGB4;DSG2;LMNA;ATP2A2;ITGB1;ACTN4
prerank,Tumor suppressor activity of SMARCB1 WP4204,0.638577267,1.805069344,0,0.141609629,0.19,31-Jul,9.64%,H3F3B;ACTL6A;SMARCD2;ARID1A;CDKN2A;SMARCC1;SMARCE1
prerank,Endoderm differentiation WP2853,0.481100893,1.761906605,0,0.200613642,0.32,21/141,31.01%,APP;RTF1;CDYL;CTNNB1;PIAS1;CAND1;PABPC1;CTR9;PHF6;DKK1;CUL4B;BPTF;LAMC1;PARP8;AHDC1;FOXA1;MAP2K3;STAT1;LRPPRC;CTBP2;AEBP2
prerank,Pathogenic Escherichia coli infection WP2272,0.57055549,1.75526502,0,0.159310833,0.34,14/55,23.47%,NCK1;ACTG1;YWHAZ;ROCK1;CTNNB1;TUBA4A;ARPC3;ARPC2;ARPC1B;YWHAQ;CDH1;FYN;ITGB1;ARPC5
prerank,Mechanoregulation and pathology of YAP/TAZ via Hippo and non-Hippo mechanisms WP4534,0.539116382,1.746050462,0,0.136889308,0.37,14/47,31.54%,MAP4K5;ACTG1;CTNNB1;TEAD1;STK3;ITGB4;YWHAQ;MAPK8;CDH1;ITGB1;PAK1;TEAD2;ACTB;SAV1
prerank,Focal Adhesion WP306,0.43656615,1.733757677,0,0.123908426,0.39,37/198,23.87%,LAMA3;MYL12B;CAV1;SHC1;MYL12A;AKT2;ACTG1;ERBB2;ARHGAP35;PPP1CB;FN1;DIAPH1;ROCK1;ACTN1;CTNNB1;LAMA5;PPP1R12A;FLNA;MAPK3;ARHGAP5;PDGFB;SOS1;ITGB4;MAPK8;LAMC1;CRK;FYN;PIK3CB;IGF1R;THBS1;RAP1B;AKT1;GRB2;PTK2;ITGB1;ACTN4;VCL
prerank,Ebola Virus Pathway on Host WP4217,0.449404553,1.697082584,0,0.158467919,0.47,26/129,26.91%,CAV1;RHOC;ACTG1;ADAM17;RAB5A;ACTN1;RAB7A;FLNA;MAPK3;VPS41;AXL;TSG101;TBK1;IRF3;PIK3CB;IGF1R;NPC1;AKT1;PRKRA;CLTC;ITGB1;ACTN4;KPNA1;PAK1;RFC1;STAT1
prerank,Exercise-induced Circadian Regulation WP410,0.572234718,1.685031131,0,0.159310833,0.52,Jul-48,15.57%,EIF4G2;VAPA;TAB2;NCOA4;NCKAP1;UGP2;SUMO1
prerank,TGF-beta Signaling Pathway WP366,0.422192569,1.66868711,0,0.154721632,0.55,27/132,23.18%,CAV1;SHC1;APP;JUND;SKP1;FN1;ROCK1;PIAS1;SIN3A;TGFBR2;NUP153;SOS1;ITGB4;MAP2K4;TGIF1;WWP1;MAPK8;SUMO1;MAPK14;THBS1;AKT1;GRB2;PPM1A;PTK2;YAP1;ATF3;ITGB1
prerank,EGF/EGFR signaling pathway WP437,0.417773411,1.661125452,0,0.151050271,0.58,39/162,28.69%,CAV1;SHC1;PTPN12;AP2M1;JUND;NCK1;ERBB2;USP8;RAB5A;ROCK1;RASA1;STAMBP;AP2B1;ASAP1;SOS1;CFL1;PRKCI;MAPK8;INPPL1;STMN1;CRK;PXDN;RPS6KA3;JAK1;MAPK14;IQSEC1;EPS8;RICTOR;AKT1;GRB2;PLSCR1;ATXN2;PTK2;AP2S1;PAK1;MAP3K2;STAT1;RALBP1;ITCH
prerank,Primary focal segmental glomerulosclerosis (FSGS) WP2572,0.478401472,1.620336875,0.023529412,0.213487244,0.72,16/72,26.60%,NCK1;CTNNB1;LAMA5;MYO1E;ITGB4;YWHAQ;DKK1;FYN;CD2AP;AKT1;PTK2;ITGB1;ACTN4;VCL;LIMS1;SMARCAL1
prerank,Pathways affected in adenoid cystic carcinoma WP3651,0.493438013,1.615982184,0,0.202580442,0.73,Nov-65,19.80%,MORF4L1;ERBB2;ARID1A;DTX4;SMARCE1;TLK1;SETD2;NSD1;SRCAP;AKT1;KANSL1
prerank,Parkinson's disease pathway WP2371,0.595413717,1.608122811,0.042253521,0.204244658,0.76,Sep-38,25.98%,UBB;UCHL1;CASP2;UBE2J2;UBE2G1;MAPK14;ATXN2;PARK7;HTRA2
prerank,RAC1/PAK1/p38/MMP2 Pathway WP3303,0.474066378,1.603858661,0.011904762,0.201456556,0.76,18/68,25.08%,IKBKG;NCK1;ERBB2;FN1;RASA1;CTNNB1;MAPK3;SOS1;MAPK8;STMN1;CRK;MAPK14;AKT1;GRB2;PTK2;YAP1;ITGB1;PAK1
prerank,Regulation of Actin Cytoskeleton WP51,0.416246593,1.59259887,0.011904762,0.210054284,0.78,25/150,25.08%,RRAS2;ACTG1;ARHGAP35;FN1;DIAPH1;ROCK1;ACTN1;BAIAP2;NCKAP1;RDX;PPP1R12A;MAPK3;PDGFB;SOS1;CFL1;PIK3C3;CRK;PIK3CB;ENAH;WASF1;PTK2;ARPC5;GNA12;VCL;PAK1
prerank,Circadian rhythm related genes WP3594,0.418475009,1.58155529,0,0.215364645,0.81,24/201,24.83%,NAMPT;HNRNPU;DDX5;CSNK1D;JUND;NONO;SKP1;PRKAA1;MAGED1;AHR;PPP1CB;ARNTL2;SIN3A;GFPT1;CSNK1E;THRAP3;MAPK8;AHCY;CCAR2;SETX;KDM5A;CDK4;OGT;NCOR1
prerank,Corticotropin-releasing hormone signaling pathway WP2355,0.471245179,1.577603115,0,0.20894362,0.81,13/93,21.68%,JUND;GNAS;TRIM28;CTNNB1;MAPK3;PRKCI;ECE1;MAPK8;MAPK14;HSP90AA1;RAP1B;AKT1;PTK2
prerank,Association Between Physico-Chemical Features and Toxicity Associated Pathways WP3680,0.45886405,1.57600746,0.022988506,0.198646841,0.82,16/66,28.03%,SHC1;NCK1;ERBB2;FN1;CTNNB1;DVL1;DAAM1;SOS1;MAP2K4;MAPK8;AKT1;GRB2;PTK2;PAK1;ACTR2;FZD6
prerank,Regulation of Microtubule Cytoskeleton WP2038,0.5382324,1.567053794,0.053333333,0.199992547,0.83,15/46,36.22%,DIAPH1;ROCK1;DVL1;STMN1;MARK2;TRIO;AKT1;PRKACA;MAP1B;PTPRA;CLIP1;PAK1;RAC1;CFL2;PHLDB2
