Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
"mitochondrial electron transport, NADH to ubiquinone (GO:0006120)",-0.5353426732527222,-2.0157161422609455,0.0,0.02346935420228857,39,38,NDUFA5;NDUFS6;NDUFB6;NDUFA4;NDUFAF1;NDUFV3;NDUFV1;NDUFA12;NDUFA7;NDUFA9;NDUFAB1;NDUFS3;NDUFA13;NDUFS1;NDUFB11;NDUFS8;NDUFB4;NDUFB9;NDUFB3;NDUFC1;NDUFB5;NDUFV2;NDUFA3;NDUFA2;NDUFS7;NDUFS4;NDUFS5;NDUFB1;NDUFS2;NDUFB10;NDUFC2;NDUFB2;NDUFA8;NDUFA10;NDUFA11;NDUFB8;NDUFB7;NDUFA1,NDUFC1;NDUFB5;NDUFV2;NDUFA3;NDUFA2;NDUFS7;NDUFS4;NDUFS5;NDUFB1;NDUFS2;NDUFB10;NDUFC2;NDUFB2;NDUFA8;NDUFA10;NDUFA11;NDUFB8;NDUFB7;NDUFA1
mitochondrial respiratory chain complex assembly (GO:0033108),-0.4620768748649318,-2.0295648832340194,0.0,0.029206307451736885,90,87,NDUFA5;NDUFS6;IMMP2L;NDUFB6;BCS1L;COA5;UQCC1;NDUFAF1;NDUFAF2;COX16;ECSIT;TIMMDC1;TMEM126B;NDUFAF6;NDUFAF7;COX17;NDUFV3;NDUFAF5;UQCRFS1;NDUFV1;DMAC2;TTC19;SCO1;NDUFA12;OXA1L;SLC25A33;COX19;SDHAF3;SDHAF4;NDUFA7;NDUFA9;COX20;FASTKD3;NDUFAF4;NUBPL;NDUFAB1;CHCHD4;UQCC2;AIFM1;NDUFS3;COA1;NDUFA13;FOXRED1;NDUFS1;NDUFB11;SAMM50;SMIM20;TIMM21;NDUFS8;COX18;COA3;ACAD9;NDUFB4;NDUFB9;PET117;NDUFB3;NDUFC1;TMEM126A;SURF1;DMAC1;NDUFB5;NDUFAF3;NDUFV2;NDUFA3;NDUFAF8;NDUFA2;NDUFS7;NDUFS4;SDHAF1;NDUFS5;SCO2;OMA1;NDUFB1;NDUFS2;COX14;NDUFB10;NDUFC2;NDUFB2;SDHAF2;NDUFA8;NDUFA10;NDUFA11;PET100;UQCC3;NDUFB8;NDUFB7;NDUFA1,NDUFC1;TMEM126A;SURF1;DMAC1;NDUFB5;NDUFAF3;NDUFV2;NDUFA3;NDUFAF8;NDUFA2;NDUFS7;NDUFS4;SDHAF1;NDUFS5;SCO2;OMA1;NDUFB1;NDUFS2;COX14;NDUFB10;NDUFC2;NDUFB2;SDHAF2;NDUFA8;NDUFA10;NDUFA11;PET100;UQCC3;NDUFB8;NDUFB7;NDUFA1
mitochondrial ATP synthesis coupled electron transport (GO:0042775),-0.5128084064945069,-2.0424559483469347,0.0,0.0344217194966899,71,66,NDUFA5;COX7A2L;NDUFS6;UQCRC1;NDUFB6;NDUFA4;SDHA;NDUFAF1;UQCR11;NDUFV3;UQCRFS1;NDUFV1;UQCRB;NDUFA12;NDUFA7;NDUFA9;NDUFAB1;NDUFS3;CYCS;NDUFA13;SDHD;COA6;NDUFS1;CYC1;NDUFB11;COX7C;NDUFS8;COX15;NDUFB4;NDUFB9;COX6C;NDUFB3;COX8A;UQCR10;COX7B;NDUFC1;UQCRC2;NDUFB5;NDUFV2;COX10;NDUFA3;NDUFA2;COX6B1;NDUFS7;COX4I1;NDUFS4;SDHC;COX6A1;NDUFS5;NDUFB1;NDUFS2;COX5A;NDUFB10;UQCRQ;NDUFC2;NDUFB2;SDHAF2;UQCRH;NDUFA8;NDUFA10;NDUFA11;UQCC3;NDUFB8;NDUFB7;COX5B;NDUFA1,COX7B;NDUFC1;UQCRC2;NDUFB5;NDUFV2;COX10;NDUFA3;NDUFA2;COX6B1;NDUFS7;COX4I1;NDUFS4;SDHC;COX6A1;NDUFS5;NDUFB1;NDUFS2;COX5A;NDUFB10;UQCRQ;NDUFC2;NDUFB2;SDHAF2;UQCRH;NDUFA8;NDUFA10;NDUFA11;UQCC3;NDUFB8;NDUFB7;COX5B;NDUFA1
aerobic electron transport chain (GO:0019646),-0.5160855392303815,-2.091099031393754,0.0,0.03755096672366171,70,65,NDUFA5;COX7A2L;NDUFS6;UQCRC1;NDUFB6;NDUFA4;SDHA;NDUFAF1;UQCR11;NDUFV3;UQCRFS1;NDUFV1;UQCRB;NDUFA12;NDUFA7;NDUFA9;NDUFAB1;NDUFS3;CYCS;NDUFA13;SDHD;NDUFS1;CYC1;NDUFB11;COX7C;NDUFS8;COX15;NDUFB4;NDUFB9;COX6C;NDUFB3;COX8A;UQCR10;COX7B;NDUFC1;UQCRC2;NDUFB5;NDUFV2;COX10;NDUFA3;NDUFA2;COX6B1;NDUFS7;COX4I1;NDUFS4;SDHC;COX6A1;NDUFS5;NDUFB1;NDUFS2;COX5A;NDUFB10;UQCRQ;NDUFC2;NDUFB2;SDHAF2;UQCRH;NDUFA8;NDUFA10;NDUFA11;UQCC3;NDUFB8;NDUFB7;COX5B;NDUFA1,COX7B;NDUFC1;UQCRC2;NDUFB5;NDUFV2;COX10;NDUFA3;NDUFA2;COX6B1;NDUFS7;COX4I1;NDUFS4;SDHC;COX6A1;NDUFS5;NDUFB1;NDUFS2;COX5A;NDUFB10;UQCRQ;NDUFC2;NDUFB2;SDHAF2;UQCRH;NDUFA8;NDUFA10;NDUFA11;UQCC3;NDUFB8;NDUFB7;COX5B;NDUFA1
mitochondrial respiratory chain complex I assembly (GO:0032981),-0.4797097606514921,-1.9414456678944851,0.0,0.04631285895918278,58,57,NDUFA5;NDUFS6;NDUFB6;BCS1L;NDUFAF1;NDUFAF2;ECSIT;TIMMDC1;TMEM126B;NDUFAF6;NDUFAF7;NDUFV3;NDUFAF5;NDUFV1;DMAC2;NDUFA12;OXA1L;NDUFA7;NDUFA9;NDUFAF4;NUBPL;NDUFAB1;NDUFS3;COA1;NDUFA13;FOXRED1;NDUFS1;NDUFB11;TIMM21;NDUFS8;ACAD9;NDUFB4;NDUFB9;NDUFB3;NDUFC1;TMEM126A;DMAC1;NDUFB5;NDUFAF3;NDUFV2;NDUFA3;NDUFAF8;NDUFA2;NDUFS7;NDUFS4;NDUFS5;NDUFB1;NDUFS2;NDUFB10;NDUFC2;NDUFB2;NDUFA8;NDUFA10;NDUFA11;NDUFB8;NDUFB7;NDUFA1,NDUFC1;TMEM126A;DMAC1;NDUFB5;NDUFAF3;NDUFV2;NDUFA3;NDUFAF8;NDUFA2;NDUFS7;NDUFS4;NDUFS5;NDUFB1;NDUFS2;NDUFB10;NDUFC2;NDUFB2;NDUFA8;NDUFA10;NDUFA11;NDUFB8;NDUFB7;NDUFA1
negative regulation of protein localization to cell periphery (GO:1904376),0.6825789701933984,2.0533233071948986,0.0,0.07312869336835194,21,15,DAB2;PICALM;NUMB;PPP2R5A;RHOQ;AP2M1;TMEM59;LZTFL1;RSC1A1;CLTC;PPFIA1;GBP1;SAPCD2;TMBIM1;BCL2L1,DAB2;PICALM;NUMB;PPP2R5A;RHOQ;AP2M1;TMEM59;LZTFL1
positive regulation of microtubule polymerization (GO:0031116),0.6988141280505442,2.0813291843175445,0.0,0.07977675640183848,28,20,MECP2;NUMA1;GIT1;CLASP1;CKAP5;SLAIN2;OCLN;MET;DCTN1;AKAP9;PAK1;CLIP1;CDK5RAP2;ARL2;RPS3;MAPRE1;NAV3;PSRC1;RAC1;DRG1,MECP2;NUMA1;GIT1;CLASP1;CKAP5;SLAIN2;OCLN;MET;DCTN1;AKAP9;PAK1;CLIP1;CDK5RAP2
NADH dehydrogenase complex assembly (GO:0010257),-0.4797097606514921,-1.8766240255218687,0.0,0.09596358162713549,58,57,NDUFA5;NDUFS6;NDUFB6;BCS1L;NDUFAF1;NDUFAF2;ECSIT;TIMMDC1;TMEM126B;NDUFAF6;NDUFAF7;NDUFV3;NDUFAF5;NDUFV1;DMAC2;NDUFA12;OXA1L;NDUFA7;NDUFA9;NDUFAF4;NUBPL;NDUFAB1;NDUFS3;COA1;NDUFA13;FOXRED1;NDUFS1;NDUFB11;TIMM21;NDUFS8;ACAD9;NDUFB4;NDUFB9;NDUFB3;NDUFC1;TMEM126A;DMAC1;NDUFB5;NDUFAF3;NDUFV2;NDUFA3;NDUFAF8;NDUFA2;NDUFS7;NDUFS4;NDUFS5;NDUFB1;NDUFS2;NDUFB10;NDUFC2;NDUFB2;NDUFA8;NDUFA10;NDUFA11;NDUFB8;NDUFB7;NDUFA1,NDUFC1;TMEM126A;DMAC1;NDUFB5;NDUFAF3;NDUFV2;NDUFA3;NDUFAF8;NDUFA2;NDUFS7;NDUFS4;NDUFS5;NDUFB1;NDUFS2;NDUFB10;NDUFC2;NDUFB2;NDUFA8;NDUFA10;NDUFA11;NDUFB8;NDUFB7;NDUFA1
cytoplasmic translation (GO:0002181),-0.406747605515853,-1.8593442083875726,0.0,0.10192405253565322,93,92,RPL29;RPL11;RPL37;RPL17;RPS14;RPS20;RPL13;RPSA;RPL41;EIF4A2;RPS15A;RPS4X;RPS21;RPL21;RPS19;EIF4A1;RPS3;RPS24;RPL26;RPL24;EIF2B3;RPL5;RPL7;RPS15;RPS10;RPL6;EIF3I;RPL28;RPS16;RPS26;GSPT1;RPS5;RPL36A;RPL37A;DRG1;EIF3M;RPL18;RPL22L1;RPS18;RPS12;RPS27A;RPL8;RPL26L1;RPS27;ZC3H15;RPL19;DRG2;RPL35A;RPS13;RPS28;RPL27;RPL34;RPL39;RPS11;ETF1;RPL13A;RPL27A;RPLP1;RPL30;RPL23A;TMA7;RPS7;RPL23;RPL4;RPL38;RPS8;RPL35;RPS9;RPL10A;RPL3;RPLP0;RPS17;RPL32;FTSJ1;RPS3A;RPL18A;RPL12;RPS6;RPL7A;UBA52;RPL10;RPS23;RPL15;RPL9;RWDD1;RPL31;RPS2;RPS29;RPL14;RPL36;RPS25;RPL22,RPL27A;RPLP1;RPL30;RPL23A;TMA7;RPS7;RPL23;RPL4;RPL38;RPS8;RPL35;RPS9;RPL10A;RPL3;RPLP0;RPS17;RPL32;FTSJ1;RPS3A;RPL18A;RPL12;RPS6;RPL7A;UBA52;RPL10;RPS23;RPL15;RPL9;RWDD1;RPL31;RPS2;RPS29;RPL14;RPL36;RPS25;RPL22
regulation of mitochondrial membrane permeability (GO:0046902),-0.5775226986826418,-1.8227657652969318,0.0,0.11682522980694755,19,15,THEM4;SPG7;MUL1;PMAIP1;SLC25A5;BNIP3;SLC25A4;PPIF;BCL2L1;BAD;TMEM102;NAIF1;BAK1;ALKBH7;HEBP2,SLC25A4;PPIF;BCL2L1;BAD;TMEM102;NAIF1;BAK1;ALKBH7;HEBP2
