Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
gsea,microtubule cytoskeleton organization involved in mitosis (GO:1902850),0.6767210315212142,2.2494076520176978,0.0,0.0,0.0,67/128,18.58%,AURKB;ERCC6L;SGO2;KIF4A;KIF2C;BUB1;BUB1B;NDC80;KIF11;CENPF;PLK1;CDCA8;TUBG1;KIF18A;TTK;CENPE;SEH1L;KNTC1;DYNC1LI1;CENPH;SPC24;NUSAP1;SKA2;TACC3;SPDL1;KIF2A;CENPU;XPO1;DSN1;PPP1CC;STIL;INTS13;NUP43;INCENP;MAD2L1;GPSM2;WDR62;RAN;CENPQ;CENPK;ESPL1;MAPRE1;CENPN;NUP133;ENST00000632578.1;RANBP2;CKAP5;DYNC1I2;CENPA;NUF2;ZWINT;NUP107;BUB3;CENPM;NUP85;RMDN1;NUP37;DLGAP5;CENPI;CCNB1;BIRC5;TBCE;ZW10;EML4;AHCTF1;RPS27;BCCIP
gsea,ncRNA export from nucleus (GO:0097064),0.7474383625716736,2.2133013235027352,0.0,0.0,0.0,26/38,17.62%,NDC1;NUP188;SSB;NUP50;SEH1L;NUP62;NUP153;NUP205;XPOT;NUP210;NUP43;POM121C;NUP58;NPM1;NUP35;RAN;NUP133;TPR;RANBP2;NUP107;NUP85;NOL6;NUP37;NUP214;NUP93;NUP88
gsea,mitotic spindle organization (GO:0007052),0.6404909199797261,2.177127565013146,0.0,0.0,0.0,72/157,18.01%,AURKB;ERCC6L;SGO2;TPX2;KIF4A;KIF2C;BUB1;BUB1B;NDC80;KIF11;CENPF;PLK1;CDCA8;TUBG1;KIF18A;TTK;CENPE;SEH1L;KNTC1;DYNC1LI1;CENPH;SMC1A;PRC1;SPC24;SKA2;SPDL1;KIF2A;CENPU;XPO1;DSN1;PPP1CC;STIL;INTS13;NUP43;INCENP;STAG1;MAD2L1;KIFC1;GPSM2;WDR62;RAN;CENPQ;CENPK;MAPRE1;CENPN;NUP133;ENST00000632578.1;RANBP2;CKAP5;DYNC1I2;CENPA;NUF2;OFD1;ZWINT;SMC3;NUP107;BUB3;CENPM;NUP85;RMDN1;NUP37;DLGAP5;CENPI;CCNB1;BIRC5;RHOA;TBCE;MZT1;ZW10;EML4;AHCTF1;RPS27
gsea,mitotic sister chromatid segregation (GO:0000070),0.6408004442324314,2.173570707582015,0.0,0.0,0.0,51/102,20.04%,SGO2;KIF2C;CEP55;NDC80;RAD21;NCAPD2;PLK1;CDCA8;TUBG1;KIF18A;CENPE;SEH1L;NUP62;SPAG5;SMC1A;PRC1;CDK1;NCAPD3;NCAPG;NUSAP1;KNSTRN;KIF22;KIF18B;CHMP2B;SPDL1;PDS5A;NCAPG2;DSN1;NCAPH;KIFC1;CDCA5;NCAPH2;RAN;CENPK;SMC2;ESPL1;TENT4A;VPS4B;ZWINT;PDCD6IP;DLGAP5;KIF14;CCNB1;RB1;ZW10;CDC23;EML4;CHMP4C;HASPIN;INO80;PHF8
gsea,mitotic spindle checkpoint signaling (GO:0071174),0.7521286673208616,2.1697707210775756,0.0,0.0,0.0,11/21,12.37%,BUB1;BUB1B;TRIP13;CENPF;PLK1;TTK;KNTC1;MAD2L1;TPR;ZWINT;BUB3
gsea,spindle assembly checkpoint signaling (GO:0071173),0.7521286673208616,2.1697707210775756,0.0,0.0,0.0,11/21,12.37%,BUB1;BUB1B;TRIP13;CENPF;PLK1;TTK;KNTC1;MAD2L1;TPR;ZWINT;BUB3
gsea,mitotic spindle assembly checkpoint signaling (GO:0007094),0.7521286673208616,2.1697707210775756,0.0,0.0,0.0,11/21,12.37%,BUB1;BUB1B;TRIP13;CENPF;PLK1;TTK;KNTC1;MAD2L1;TPR;ZWINT;BUB3
gsea,negative regulation of mitotic metaphase/anaphase transition (GO:0045841),0.7598649090622605,2.1561697360324628,0.0,0.0,0.0,12/22,12.37%,BUB1;BUB1B;TRIP13;CENPF;PLK1;TTK;KNTC1;FBXO5;MAD2L1;TPR;ZWINT;BUB3
gsea,regulation of DNA replication (GO:0006275),0.6897243348718628,2.1352723671709226,0.0,0.0,0.0,13/53,8.33%,DSCC1;DHX9;CDC6;PCNA;NUCKS1;KAT7;PDS5A;FBXO5;GMNN;ORC3;DNA2;PPP2CA;STN1
gsea,mitotic nuclear division (GO:0140014),0.6487550764775277,2.1310330347115225,0.0,0.0,0.0,27/74,12.13%,SGO2;TPX2;NDC80;KIF11;PLK1;CDCA8;TUBG1;KIF18A;NUP62;SPAG5;SMC1A;NUSAP1;KNSTRN;UBE2C;KIF18B;KIF2A;NCAPG2;DSN1;STAG1;KIFC1;RAN;CENPK;ESPL1;ENST00000632578.1;OFD1;ZWINT;SMC3
gsea,regulation of cell cycle process (GO:0010564),0.48748002478799557,2.1210708180407853,0.0,0.0,0.0,25/106,12.20%,AURKB;BUB1;KIF20A;KIF11;PLK1;MKI67;KIF20B;SPAG5;PRC1;CHEK1;KNSTRN;RMI2;BORA;FBXO5;NEK2;PLK4;HMGA2;PRMT5;MYO19;PKMYT1;RACGAP1;TXLNG;DBF4B;CDC25C;TIPIN
gsea,DNA replication (GO:0006260),0.6300646426374842,2.093678246317979,0.0,0.0022685321310725605,0.02,57/108,19.35%,CDK2;ORC1;MCM6;CDC6;BRCA1;NAP1L1;CHEK1;CLSPN;FAM111A;FAM111B;POLE;CDK1;DONSON;MCM2;TOPBP1;PCLAF;RMI2;MCM3;KAT7;EXO1;MCM5;RFC3;POLE2;RFC5;MCM10;FEN1;RFC2;RPA3;ORC3;DNA2;RPA1;GRWD1;TIMELESS;RPA2;ORC6;RBBP8;RFC1;WDHD1;DUT;TIPIN;PNKP;CDC7;CDC45;POLA1;IGHMBP2;MCM7;MCM4;HUS1;RFC4;TICRR;TOP1;MCM8;POLD1;ORC4;ORC2;PIF1;RAD50
gsea,tRNA transport (GO:0051031),0.7420490926361132,2.0781343005042023,0.0,0.0031410444891773913,0.03,25/37,17.62%,NDC1;NUP188;SSB;NUP50;SEH1L;NUP62;NUP153;NUP205;XPOT;NUP210;NUP43;POM121C;NUP58;NUP35;RAN;NUP133;TPR;RANBP2;NUP107;NUP85;NOL6;NUP37;NUP214;NUP93;NUP88
