Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
gsea,GO_Biological_Process_2021__positive regulation of cell cycle process (GO:0090068),0.5895725555639137,2.0860268022439756,0.05172413793103448,0.03743897335751151,0.03,22/57,13.11%,AURKB;CIT;NDC80;CDC6;RAD21;SPAG5;NUSAP1;NUP62;E2F7;DYNC1LI1;KIF20B;FEN1;E2F8;PLK4;MAD2L1;NSFL1C;DBF4B;AURKA;RHOA;RANBP1;RACGAP1;DBF4
gsea,GO_Biological_Process_2021__mitotic sister chromatid segregation (GO:0000070),0.5995455677455627,2.055283366984462,0.05555555555555555,0.04367880225043009,0.04,56/88,23.86%,KIF2C;TUBG1;CEP55;NCAPG;NDC80;NCAPD2;SGO2;PLK1;PRC1;RAD21;SPAG5;NUSAP1;KIF22;CENPE;SMC1A;SPDL1;NUP62;CDCA8;KIFC1;KIF18A;KIF18B;KNSTRN;NCAPG2;SEH1L;NCAPD3;SMC2;CDK1;DLGAP5;DSN1;ZWINT;CHMP2B;TENT4A;NCAPH;PHF13;CDCA5;ESPL1;PDCD6IP;HASPIN;RAN;DIS3L2;VPS4B;CENPK;WRAP73;PINX1;KIF23;NCAPH2;KIF14;CHMP2A;RB1;PDS5A;DCTN2;PHF8;KMT5A;SMC4;ZW10;CCNB1
gsea,GO_Biological_Process_2021__regulation of cell cycle process (GO:0010564),0.5136192104977517,2.018408240449396,0.05454545454545454,0.04575874521473629,0.05,26/79,14.56%,AURKB;KIF11;BUB1;PLK1;PRC1;KIF20A;NEK2;SPAG5;RMI2;BORA;KIF20B;KNSTRN;PKMYT1;CEP85;HMGA2;PLK4;MKI67;MYO19;PRMT5;CHEK1;FBXO5;DBF4B;AURKA;RACGAP1;DBF4;CDC25C
gsea,WikiPathway_2021_Human__DNA Replication WP466,0.7189782725985661,2.0115483285271325,0.05084745762711865,0.04367880225043009,0.05,26/40,16.88%,MCM6;CDC6;RPA1;POLE;PCNA;MCM2;MCM4;MCM3;GMNN;RFC2;CDK2;ORC1;MCM5;RFC3;RPA3;PRIM1;POLE2;POLD1;RFC5;ORC3;ORC6;MCM10;DBF4;CDC45;POLD3;POLD2
gsea,GO_Biological_Process_2021__DNA replication initiation (GO:0006270),0.7051255301163685,1.9700900567649524,0.05357142857142857,0.052414562700516115,0.06,20/36,13.54%,MCM6;CDC6;RPA1;POLE;MCM2;MCM4;MCM3;GMNN;CDK2;ORC1;MCM5;TOPBP1;RPA3;PRIM1;POLE2;ORC3;ORC6;MCM10;DBF4;CDC45
gsea,WikiPathway_2021_Human__Fluoropyrimidine Activity WP1601,0.6314471476685958,1.9680079974330413,0.05172413793103448,0.05407851707196107,0.08,8/26,4.89%,RRM1;GGH;TYMS;FPGS;SMUG1;DHFR;DPYD;UMPS
gsea,GO_Biological_Process_2021__regulation of cytokinesis (GO:0032465),0.550790538646924,1.9663718817446625,0.05263157894736842,0.051701439398468274,0.08,14/51,13.04%,AURKB;CIT;CDC6;PLK1;PRC1;KIF20A;E2F7;KIF20B;E2F8;PLK4;MYO19;AURKA;RHOA;RACGAP1
gsea,GO_Biological_Process_2021__sister chromatid segregation (GO:0000819),0.7456171013784608,1.9640188192469408,0.05555555555555555,0.04991863114334868,0.08,17/30,7.33%,TUBG1;NDC80;SGO2;PLK1;SPAG5;NUSAP1;SMC1A;CDCA8;KIFC1;TOP2A;KIF18A;KIF18B;KNSTRN;NCAPG2;CHAMP1;DSN1;ZWINT
gsea,GO_Biological_Process_2021__microtubule cytoskeleton organization involved in mitosis (GO:1902850),0.617363150693521,1.959515860862491,0.05357142857142857,0.05130525978621947,0.08,48/109,16.61%,AURKB;KIF4A;BUB1B;KIF2C;TUBG1;ERCC6L;NDC80;KIF11;WDR62;SGO2;BUB1;PLK1;TACC3;CENPU;CENPF;NUSAP1;CENPE;CENPH;SPDL1;CDCA8;DYNC1LI1;KIF18A;SEH1L;TTK;DLGAP5;KNTC1;MAD2L1;SPC24;CENPA;CENPM;DSN1;ENST00000632578.1;ZWINT;SBDS;CENPQ;RPS27;NUP133;ESPL1;SKA2;AURKA;BIRC5;NUP85;INCENP;RAN;CENPK;KIF2A;GPSM2;NUP43
gsea,GO_Biological_Process_2021__DNA replication (GO:0006260),0.6392612099857563,1.9547607155306783,0.05357142857142857,0.04991863114334868,0.08,51/89,19.75%,MCM6;CDC6;CLSPN;RPA1;POLE;MCM2;MCM4;MCM3;FAM111A;TIMELESS;FAM111B;RMI2;PNKP;RFC2;GRWD1;BRCA1;CDK2;ORC1;FEN1;MCM5;TOPBP1;CDK2AP1;PCLAF;CDK1;DONSON;RFC3;RPA3;RBBP8;RECQL4;NAP1L1;POLE2;POLD1;DNA2;EXO1;CHEK1;HUS1;RFC5;ORC3;ORC6;MCM10;WDHD1;DBF4;CDC45;MCMBP;BAZ1A;PIF1;KAT7;POLD2;IGHMBP2;RPAIN;TICRR
